,Unnamed: 0.1,Unnamed: 0,epsiode,reward,time,steps_done,cumulated_reward
0,0,0,0.0,-139.11943523100183,0.1677536964416504,56.0,-139.11943523100183
1,1,1,1.0,-295.1466133620502,0.5646257400512695,149.0,-217.133024296526
2,2,2,2.0,-263.48482954491965,0.5006489753723145,246.0,-232.58362604599054
3,3,3,3.0,-261.5528930900945,0.8308217525482178,383.0,-239.82594280701653
4,4,4,4.0,-298.3374283621316,0.5758130550384521,487.0,-251.52823991803953
5,5,5,5.0,-56.35342465387156,0.5030670166015625,586.0,-218.9991040406782
6,6,6,6.0,-202.51123138171351,0.4316112995147705,681.0,-216.6436936608261
7,7,7,7.0,-184.2448128557104,0.8169021606445312,852.0,-212.59383356018668
8,8,8,8.0,9.90927674124859,1.6776814460754397,1151.0,-187.8712657489161
9,9,9,9.0,-154.17268615793267,0.9577977657318116,1292.0,-184.50140778981776
10,10,10,10.0,-238.0163870187646,1.858294486999512,1639.0,-189.3664059015402
11,11,11,11.0,-72.83966980664826,1.6196260452270508,1946.0,-179.6558445602992
12,12,12,12.0,-238.50220752773703,1.3186955451965332,2206.0,-184.1824878654867
13,13,13,13.0,-374.3962510475244,4.6281445026397705,3011.0,-197.76918523563225
14,14,14,14.0,-113.84743604365352,0.6235432624816895,3121.0,-192.174401956167
15,15,15,15.0,-136.52698741766335,5.314289569854736,4121.0,-188.69643854751052
16,16,16,16.0,3.9172601800411257,1.6669447422027588,4379.0,-177.36622097530162
17,17,17,17.0,119.12242491913652,3.9953105449676514,5171.0,-160.8946295367217
18,18,18,18.0,113.96780781912403,5.244555711746216,6171.0,-146.42818546536142
19,19,19,19.0,-121.333070435771,1.7579476833343506,6500.0,-145.1734297138819
20,20,20,20.0,-165.86236940225365,4.759616374969482,7500.0,-146.15861731809005
21,21,21,21.0,-137.67330833652005,1.7578613758087158,7888.0,-145.77292145529142
22,22,22,22.0,-146.67683485550094,4.817917108535767,8888.0,-145.81222203790924
23,23,23,23.0,-150.91311628602264,5.21837854385376,9888.0,-146.0247592982473
24,24,24,24.0,-125.0068601583495,5.69689679145813,10888.0,-145.18404333265138
25,25,25,25.0,-97.53932620834756,5.525448799133301,11888.0,-143.35155421248584
26,26,26,26.0,-154.90948845492025,4.726347208023071,12888.0,-143.77962585109455
27,27,27,27.0,-144.65812860334802,4.538264989852905,13888.0,-143.8110009493893
28,28,28,28.0,-159.2049922575547,4.512793779373169,14888.0,-144.34182823587776
29,29,29,29.0,-137.06214265714206,4.538225889205933,15888.0,-144.09917204991993
30,30,30,30.0,-133.7574664245499,4.5167236328125,16888.0,-143.76556864264992
31,31,31,31.0,-72.33884400633504,4.500762939453125,17888.0,-141.53348349776508
32,32,32,32.0,-116.90234073747592,4.574601411819458,18888.0,-140.78708523230176
33,33,33,33.0,-158.6158833619753,5.105044364929199,19888.0,-141.3114616478804
34,34,34,34.0,-112.4042625752746,5.206146717071533,20888.0,-140.4855416743774
35,35,35,35.0,-140.22275398103167,6.074979305267334,21888.0,-140.4782420162289
36,36,36,36.0,-156.44108228814372,5.133352756500244,22888.0,-140.90967013168606
37,37,37,37.0,-151.54412979874823,5.05452823638916,23888.0,-141.18952433345086
38,38,38,38.0,-150.78213090977977,5.083398580551148,24888.0,-141.43548860463878
39,39,39,39.0,-146.56599764513385,4.964818716049194,25888.0,-141.56375133065112
40,40,40,40.0,-131.55828125716235,4.986825466156006,26888.0,-141.31971547520016
41,41,41,41.0,-127.55947513986422,4.975569486618042,27888.0,-140.9920907053112
42,42,42,42.0,-122.2139196054134,4.765762805938721,28888.0,-140.55538905182522
43,43,43,43.0,-127.84831535276808,4.612656831741333,29888.0,-140.26659192230116
44,44,44,44.0,-132.6331817947254,5.098119258880615,30888.0,-140.09696058613284
45,45,45,45.0,-122.97951011554494,5.329778909683228,31888.0,-139.72484209764178
46,46,46,46.0,-141.97413765347318,5.113961696624756,32888.0,-139.7726994498935
47,47,47,47.0,-50.06539258433349,5.276339530944824,33888.0,-137.9037972235277
48,48,48,48.0,-160.59565898485656,6.671069145202637,34888.0,-138.36689644314666
49,49,49,49.0,-164.45565356428762,5.86279034614563,35888.0,-138.88867158556948
50,50,50,50.0,-169.45947057706624,5.013652324676514,36888.0,-139.4880990167753
51,51,51,51.0,-147.6911408997433,4.952046632766724,37888.0,-139.64584982221697
52,52,52,52.0,-128.84723432995088,4.61258339881897,38888.0,-139.44210236009874
53,53,53,53.0,-69.23663121387094,4.596622705459595,39888.0,-138.14200104257603
54,54,54,54.0,-159.59006322596562,4.790706157684326,40888.0,-138.53196580954673
55,55,55,55.0,-121.67529553916629,4.712724924087524,41888.0,-138.23095384043282
56,56,56,56.0,-103.17725851920088,4.627702951431274,42888.0,-137.61597672953403
57,57,57,57.0,-44.47059245473189,5.019733428955078,43888.0,-136.01002182824433
58,58,58,58.0,224.0488015988413,3.503093004226685,44537.0,-129.90732990575134
59,59,59,59.0,-152.1399135773293,5.4367148876190186,45537.0,-130.2778729669443
60,60,60,60.0,-170.54737046085702,5.060140371322632,46537.0,-130.93802866356583
61,61,61,61.0,-147.4192183760675,4.61211633682251,47537.0,-131.20385430409004
62,62,62,62.0,-180.6571096724924,5.352308988571167,48537.0,-131.988826611525
63,63,63,63.0,-144.01035571920215,5.176180362701416,49537.0,-132.17666300383246
64,64,64,64.0,-127.96348309740333,4.581696271896362,50537.0,-132.11184485142584
65,65,65,65.0,-75.7313684936537,4.558844566345215,51537.0,-131.25759520964144
66,66,66,66.0,-98.0040677017954,4.712568521499634,52537.0,-130.76127390355418
67,67,67,67.0,-159.65133249422607,4.612643480300903,53537.0,-131.18612770635818
68,68,68,68.0,-133.1034913485959,5.166823625564575,54537.0,-131.21391558523118
69,69,69,69.0,-108.13841866870904,5.314226865768433,55537.0,-130.88426562928086
70,70,70,70.0,-117.9543269860256,5.483479738235474,56537.0,-130.70215381740402
71,71,71,71.0,-145.00209419344557,5.461468935012817,57537.0,-130.90076410040461
72,72,72,72.0,-179.9677836397797,5.612627506256104,58537.0,-131.5729150529988
73,73,73,73.0,-147.36332813380892,4.7811126708984375,59537.0,-131.7862990135503
74,74,74,74.0,-155.67617332615032,4.8978271484375,60537.0,-132.10483067105162
75,75,75,75.0,-132.08473962218693,4.9603800773620605,61537.0,-132.10456631514552
76,76,76,76.0,-120.36591289540904,5.082799911499023,62537.0,-131.95211627073337
77,77,77,77.0,-136.11117554490798,4.895962715148926,63537.0,-132.0054375434792
78,78,78,78.0,-138.64376312496182,5.01105523109436,64537.0,-132.08946698121946
79,79,79,79.0,-119.28699357108056,5.029106855392456,65537.0,-131.92943606359273
80,80,80,80.0,-120.77199103656196,6.0009636878967285,66537.0,-131.7916898286911
81,81,81,81.0,-99.33298640382998,6.101560831069946,67537.0,-131.39585198204645
82,82,82,82.0,-92.11006607476229,5.700037002563477,68537.0,-130.92252926027194
83,83,83,83.0,-129.4560114463702,5.3612380027771,69537.0,-130.90507071486834
84,84,84,84.0,-113.08917484246456,5.383307218551636,70537.0,-130.69547193989888
